No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(10^8s^-1),fik,S(a.u.),log(gf),
701,23B-24c,5911019.9264864,109471.71354,109488.63109,46,46,0.13550E-07*,0.70939E-02,6346.7,-0.48636,
702,23B-25c,3140122.4299853,109471.71354,109503.55943,46,46,0.18418E-08*,0.27211E-03,129.33,-1.90249,
703,23B-26c,2218028.6776507,109471.71354,109516.79862,46,46,0.43388E-09*,0.31984E-04,10.737,-2.83231,
704,23B-24C,5911019.6590623,109471.71354,109488.63109,46,48,0.14024E-04*,7.6614,0.68544E+07,2.56555,
705,23B-25C,3140122.3632151,109471.71354,109503.55943,46,48,0.19062E-05*,0.29388,0.13967E+06,1.14941,
706,23B-26C,2218028.6480349,109471.71354,109516.79862,46,48,0.44907E-06*,0.34542E-01,11596.,0.21959,
707,24a-24b,109352099651987.,109488.63109,109488.63109,42,44,0.90324E-27*,0.16954E-06,0.25621E+07,-5.12727,
708,24a-25b,6698668.9410200,109488.63109,109503.55943,42,44,0.96546E-05*,6.8004,0.62952E+07,2.47599,
709,24A-25b,6698669.3513657,109488.63109,109503.55943,44,44,0.10216E-07*,0.68691E-02,6661.6,-0.51965,
710,24A-24B,119766585926412.,109488.63109,109488.63109,44,46,0.68823E-27*,0.15464E-06,0.26814E+07,-5.14791,
711,24A-25B,6698669.0198875,109488.63109,109503.55943,44,46,0.96648E-05*,6.7935,0.65884E+07,2.49485,
712,24b-24c,119766585926412.,109488.63109,109488.63109,44,46,0.35160E-27*,0.79003E-07,0.13698E+07,-5.43960,
713,24b-25c,6698669.0198875,109488.63109,109503.55943,44,46,0.10496E-04*,7.3781,0.71552E+07,2.53070,
714,24b-26c,3550187.4873404,109488.63109,109516.79862,44,46,0.26050E-05*,0.51433,0.26435E+06,1.37400,
715,24B-25c,6698669.3945510,109488.63109,109503.55943,46,46,0.10151E-07*,0.68252E-02,6920.0,-0.50312,
716,24B-26c,3550187.5925770,109488.63109,109516.79862,46,46,0.25194E-08*,0.47579E-03,255.66,-1.65983,
717,24B-24C,130654460080813.,109488.63109,109488.63109,46,48,0.27108E-27*,0.72352E-07,0.14308E+07,-5.45931,
718,24B-25C,6698669.0906959,109488.63109,109503.55943,46,48,0.10507E-04*,7.3713,0.74735E+07,2.54878,
719,24B-26C,3550187.5167032,109488.63109,109516.79862,46,48,0.26075E-05*,0.51385,0.27611E+06,1.39208,
720,24c-25b,6698669.7260293,109488.63109,109503.55943,46,44,0.26390E-08*,0.16972E-02,1720.7,-1.12682,
721,24c-25B,6698669.3945510,109488.63109,109503.55943,46,46,0.24412E-11*,0.16414E-05,1.6641,-4.12204,
722,24c-25e,6698669.0906959,109488.63109,109503.55943,46,48,0.11405E-04*,8.0018,0.81128E+07,2.58443,
723,24c-26e,3550187.5167032,109488.63109,109516.79862,46,48,0.15002E-05*,0.29563,0.15885E+06,1.15199,
724,24C-25B,6698669.7379925,109488.63109,109503.55943,48,46,0.26365E-08*,0.16988E-02,1797.3,-1.10710,
725,24C-25e,6698669.4341374,109488.63109,109503.55943,48,48,0.10120E-07*,0.68042E-02,7198.6,-0.48598,
726,24C-26e,3550187.6131701,109488.63109,109516.79862,48,48,0.13311E-08*,0.25139E-03,140.95,-1.91842,
727,24C-25E,6698669.1545907,109488.63109,109503.55943,48,50,0.11415E-04*,7.9950,0.84584E+07,2.60179,
728,24C-26E,3550187.5433661,109488.63109,109516.79862,48,50,0.15015E-05*,0.29538,0.16562E+06,1.16935,
729,25b-25c,135369859605994.,109503.55943,109503.55943,44,46,0.53966E-27*,0.15491E-06,0.30360E+07,-5.14715,
730,25b-26c,7553333.0475164,109503.55943,109516.79862,44,46,0.79765E-05*,7.1288,0.77955E+07,2.51577,
731,25B-26c,7553333.4689754,109503.55943,109516.79862,46,46,0.77142E-08*,0.65946E-02,7539.2,-0.51805,
732,25B-25C,147676209614840.,109503.55943,109503.55943,46,48,0.41608E-27*,0.14187E-06,0.31711E+07,-5.16686,
733,25B-26C,7553333.1255228,109503.55943,109516.79862,46,48,0.79842E-05*,7.1222,0.81423E+07,2.53385,
734,25c-25e,147676209614840.,109503.55943,109503.55943,46,48,0.21237E-27*,0.72414E-07,0.16186E+07,-5.45894,
735,25c-26e,7553333.1255228,109503.55943,109516.79862,46,48,0.86428E-05*,7.7097,0.88140E+07,2.56828,
736,25C-26e,7553333.5118603,109503.55943,109516.79862,48,48,0.76689E-08*,0.65559E-02,7820.8,-0.50213,
737,25C-25E,160517625274351.,109503.55943,109503.55943,48,50,0.16552E-27*,0.66564E-07,0.16875E+07,-5.47779,
738,25C-26E,7553333.1958839,109503.55943,109516.79862,48,50,0.86505E-05*,7.7031,0.91894E+07,2.58564,
739,25e-26c,7553333.8553128,109503.55943,109516.79862,48,46,0.19907E-08*,0.16309E-02,1945.6,-1.12482,
740,25e-26C,7553333.5118603,109503.55943,109516.79862,48,48,0.16928E-11*,0.14471E-05,1.7263,-4.15826,
741,25e-26j,7553333.1958839,109503.55943,109516.79862,48,50,0.93601E-05*,8.3351,0.99432E+07,2.61988,
742,25E-26C,7553333.8672907,109503.55943,109516.79862,50,48,0.19890E-08*,0.16323E-02,2028.4,-1.10595,
743,25E-26j,7553333.5513143,109503.55943,109516.79862,50,50,0.76471E-08*,0.65373E-02,8123.6,-0.48563,
744,25E-26J,7553333.2596438,109503.55943,109516.79862,50,52,0.93678E-05*,8.3285,0.10349E+08,2.63657,
745,26c-26e,166115653137759.,109516.79862,109516.79862,46,48,0.32936E-27*,0.14210E-06,0.35727E+07,-5.16617,
746,26C-26E,180560495952628.,109516.79862,109516.79862,48,50,0.25669E-27*,0.13062E-06,0.37249E+07,-5.18502,
747,26e-26j,180560495952628.,109516.79862,109516.79862,48,50,0.13091E-27*,0.66616E-07,0.18997E+07,-5.47745,
748,26E-26J,195607197648878.,109516.79862,109516.79862,50,52,0.10305E-27*,0.61444E-07,0.19773E+07,-5.49552j
